title,category,description,Цена из файла,height_cm,diameter_cm,branches,discount_pct,price,offer,id,photos,active,,Насколько изменилась цена?,,,,,,,
Наименование,Категория,Описание ёлки,Оригинальная цена,Высота,Диаметр,Кол-во веток,% скидки,Цена на сайте,Цена без скидки,,Ссылка на фото,,,0%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Можжевельник,Туя,,8 600 ₽,120 см,33 см,290 шт,-30%,8 600 ₽,12286,32,,TRUE,,,,,,,,,
Можжевельник,Туя,,12 400 ₽,150 см,32 см,456 шт,-30%,12 400 ₽,17715,32,,TRUE,,,,,,,,,
Можжевельник,Туя,,13 800 ₽,180 см,34 см,600 шт,-30%,13 800 ₽,19715,32,,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Кипарисовик,Туя,,3 400 ₽,60 см,,,-30%,3 400 ₽,4858,33,,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Каролина,Зелёная,Текст,11500,150 см,104 см,,-30%,23000,29900,34,,FALSE,,,,,,,,,
Каролина,Зелёная,Текст,17 000 ₽,185 см,134 см,,-30%,17 000 ₽,24286,34,,FALSE,,,,,,,,,
Каролина,Зелёная,Текст,24 000 ₽,215 см,164 см,,-30%,24 000 ₽,34286,34,,FALSE,,,,,,,,,
Каролина,Зелёная,Текст,28 000 ₽,230 см,174 см,,-30%,28 000 ₽,40000,34,,FALSE,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,17000,160 см,98 см,371 шт,-30%,34000,44200,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,21 000 ₽,190 см,112 см,547 шт,-30%,21 000 ₽,30000,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,27 000 ₽,220 см,124 см,811 шт,-30%,27 000 ₽,38572,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,31 000 ₽,240 см,132 см,957 шт,-30%,31 000 ₽,44286,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
Мишель,Зелёная,Текст,,,,,-30%,0 ₽,0,35,,FALSE,,,,,,,,,
